axis_id	phase	evidence_grade	ligand	receptor	pathway	source_reference	sender_state	receiver_state	ligand_state_support	receptor_state_support	pair_context_score	context_call	combined_context_priority	cellchat_include	liana_include	nichenet_ligand	notes
MIF_chemokine_receptors	phase_2_mechanistic	context_supported	MIF	CXCR4	MIF_CXCR4	GSE220243_meniscus	fibrochondrocyte_core	t_nk	0.8309141418604672	0.7692757757378891	0.7995011701375385	context_supported	11.806726678386472	True	True	True	Ready for formal communication-tool testing with expression-context support.
MIF_chemokine_receptors	phase_2_mechanistic	context_supported	MIF	CXCR4	MIF_CXCR4	HRA001986_chondrocyte	Ch.5(cycling)	Ch.5(cycling)	1.0373272541675558	0.0019617828191049	0.0451110938131106	ligand_or_receptor_sparse	11.806726678386472	True	False	True	Use as hypothesis only unless receptor protein/pathway activation is validated.
INHBA_activin	phase_2_mechanistic	priority_with_sparse_receptor_context	INHBA	ACVR1B	activin	GSE220243_meniscus	fibrochondrocyte_core	endothelial	0.2457783483237294	0.0198402600205988	0.0698305544742134	ligand_or_receptor_sparse	9.600173142527373	True	False	True	Use as hypothesis only unless receptor protein/pathway activation is validated.
INHBA_activin	phase_2_mechanistic	priority_with_sparse_receptor_context	INHBA	ACVR1B	activin	HRA001986_chondrocyte	Ch.3(PRG4)	Ch.4(CFD)	0.6020274989935681	0.001829122380264	0.0331840620169312	ligand_or_receptor_sparse	9.600173142527373	True	False	True	Use as hypothesis only unless receptor protein/pathway activation is validated.
INHBA_activin	phase_2_mechanistic	priority_with_sparse_receptor_context	INHBA	ACVR2A	activin	HRA001986_chondrocyte	Ch.3(PRG4)	Ch.4(CFD)	0.6020274989935681	0.0097903682105902	0.0767728525459863	ligand_or_receptor_sparse	9.59532489905644	True	False	True	Use as hypothesis only unless receptor protein/pathway activation is validated.
INHBA_activin	phase_2_mechanistic	priority_with_sparse_receptor_context	INHBA	ACVR2A	activin	GSE220243_meniscus	fibrochondrocyte_core	immune_myeloid	0.2457783483237294	0.0200204439606383	0.0701469290087134	ligand_or_receptor_sparse	9.59532489905644	True	False	True	Use as hypothesis only unless receptor protein/pathway activation is validated.
INHBA_activin	phase_2_mechanistic	priority_with_sparse_receptor_context	INHBA	ACVR2B	activin	GSE220243_meniscus	fibrochondrocyte_core	endothelial	0.2457783483237294	0.010899594333141	0.051757939416075	ligand_or_receptor_sparse	9.476014315254488	True	False	True	Use as hypothesis only unless receptor protein/pathway activation is validated.
INHBA_activin	phase_2_mechanistic	priority_with_sparse_receptor_context	INHBA	ACVR2B	activin	HRA001986_chondrocyte	Ch.3(PRG4)	PCL.1	0.6020274989935681	0.0016256607283419	0.031284060837682	ligand_or_receptor_sparse	9.476014315254488	True	False	True	Use as hypothesis only unless receptor protein/pathway activation is validated.
BMP2_BMPR	phase_2_mechanistic	priority_with_weak_context	BMP2	BMPR2	BMP	GSE220243_meniscus	mural_smooth_muscle	endothelial	0.1073298521483256	0.4344146956537691	0.2159297688036064	context_weak_supported	9.339648852025029	True	True	True	Ready for formal communication-tool testing with expression-context support.
BMP2_BMPR	phase_2_mechanistic	priority_with_weak_context	BMP2	BMPR2	BMP	HRA001986_chondrocyte	Ch.3(PRG4)	Ch.5(cycling)	0.0836778567317924	0.1049361034668009	0.0937060736125867	context_weak_supported	9.339648852025029	True	True	True	Ready for formal communication-tool testing with expression-context support.
FGF_FGFR	phase_2_mechanistic	context_supported	FGF2	FGFR1	FGF	GSE220243_meniscus	fibrochondrocyte_core	outer_fibrous_like	0.3529581672066751	0.5067533749662521	0.422921674135868	context_supported	9.224283749005776	True	True	True	Ready for formal communication-tool testing with expression-context support.
FGF_FGFR	phase_2_mechanistic	context_supported	FGF2	FGFR1	FGF	HRA001986_chondrocyte	Ch.3(PRG4)	Ch.5(cycling)	0.2926318429088051	0.5303806555708012	0.3939622680953897	context_supported	9.224283749005776	True	True	True	Ready for formal communication-tool testing with expression-context support.
MIF_chemokine_receptors	phase_2_mechanistic	context_supported	MIF	CXCR2	MIF_CXCR2	GSE220243_meniscus	fibrochondrocyte_core	immune_myeloid	0.8309141418604672	0.0002284660485444	0.0137780866113752	ligand_or_receptor_sparse	8.628459814207606	True	False	True	Use as hypothesis only unless receptor protein/pathway activation is validated.
MIF_chemokine_receptors	phase_2_mechanistic	context_supported	MIF	CXCR2	MIF_CXCR2	HRA001986_chondrocyte	Ch.5(cycling)	Ch.1(CHAD)	1.0373272541675558	0.0	0.0	receptor_not_detected	8.628459814207606	True	False	True	Ready for formal communication-tool testing with expression-context support.
BMP2_BMPR	phase_2_mechanistic	priority_with_weak_context	BMP2	BMPR1A	BMP	GSE220243_meniscus	mural_smooth_muscle	outer_fibrous_like	0.1073298521483256	0.0592950808638338	0.0797755116701754	context_weak_supported	8.488131230572645	True	True	True	Ready for formal communication-tool testing with expression-context support.
BMP2_BMPR	phase_2_mechanistic	priority_with_weak_context	BMP2	BMPR1A	BMP	HRA001986_chondrocyte	Ch.3(PRG4)	Ch.2(FNDC1)	0.0836778567317924	0.0362484927532642	0.0550744603546059	ligand_or_receptor_sparse	8.488131230572645	True	False	True	Use as hypothesis only unless receptor protein/pathway activation is validated.
FGF_FGFR	phase_2_mechanistic	context_supported	FGF2	FGFR2	FGF	GSE220243_meniscus	fibrochondrocyte_core	fibrochondrocyte_core	0.3529581672066751	0.0228680450975438	0.0898413228154432	ligand_or_receptor_sparse	7.893051963777898	True	False	True	Use as hypothesis only unless receptor protein/pathway activation is validated.
FGF_FGFR	phase_2_mechanistic	context_supported	FGF2	FGFR2	FGF	HRA001986_chondrocyte	Ch.3(PRG4)	Ch.1(CHAD)	0.2926318429088051	0.003499538536803	0.0320011939051509	ligand_or_receptor_sparse	7.893051963777898	True	False	True	Use as hypothesis only unless receptor protein/pathway activation is validated.
FGF_FGFR	phase_2_mechanistic	context_supported	FGF1	FGFR1	FGF	HRA001986_chondrocyte	Ch.3(PRG4)	Ch.5(cycling)	0.0303974606969032	0.5303806555708012	0.1269733244902692	ligand_or_receptor_sparse	4.817636981205888	True	False	True	Use as hypothesis only unless receptor protein/pathway activation is validated.
FGF_FGFR	phase_2_mechanistic	context_supported	FGF1	FGFR1	FGF	GSE220243_meniscus	fibrochondrocyte_core	outer_fibrous_like	0.0098928421223256	0.5067533749662521	0.0708041745485166	ligand_or_receptor_sparse	4.817636981205888	True	False	True	Use as hypothesis only unless receptor protein/pathway activation is validated.
IL11_gp130	phase_3_secondary	priority_with_weak_context	IL11	IL6ST	IL11	HRA001986_chondrocyte	Ch.5(cycling)	Ch.4(CFD)	0.0584101572372575	0.2430605226865991	0.1191520178104184	context_weak_supported	8.50428195638953	True	True	False	Ready for formal communication-tool testing with expression-context support.
IL11_gp130	phase_3_secondary	priority_with_weak_context	IL11	IL6ST	IL11	GSE220243_meniscus	fibrochondrocyte_core	endothelial	0.0052828974149064	0.7560843757163389	0.063200602797149	ligand_or_receptor_sparse	8.50428195638953	False	False	False	Use as hypothesis only unless receptor protein/pathway activation is validated.
IL11_gp130	phase_3_secondary	priority_with_weak_context	IL11	IL11RA	IL11	HRA001986_chondrocyte	Ch.5(cycling)	Ch.2(FNDC1)	0.0584101572372575	0.1241578638908934	0.0851591472016313	context_weak_supported	7.344012066284221	True	True	False	Ready for formal communication-tool testing with expression-context support.
IL11_gp130	phase_3_secondary	priority_with_weak_context	IL11	IL11RA	IL11	GSE220243_meniscus	fibrochondrocyte_core	outer_fibrous_like	0.0052828974149064	0.1032727129361561	0.0233576357579442	ligand_or_receptor_sparse	7.344012066284221	False	False	False	Use as hypothesis only unless receptor protein/pathway activation is validated.
IL6_gp130	phase_3_secondary	priority_with_weak_context	IL6	IL6ST	IL6	GSE220243_meniscus	mural_smooth_muscle	endothelial	0.0495651269227574	0.7560843757163389	0.1935856865749483	context_weak_supported	7.004118192431696	True	True	False	Ready for formal communication-tool testing with expression-context support.
IL6_gp130	phase_3_secondary	priority_with_weak_context	IL6	IL6ST	IL6	HRA001986_chondrocyte	Ch.4(CFD)	Ch.4(CFD)	0.0533011064260296	0.2430605226865991	0.1138217676355661	context_weak_supported	7.004118192431696	True	True	False	Ready for formal communication-tool testing with expression-context support.
SPP1_matrix_immune	phase_3_secondary	priority_with_weak_context	SPP1	CD44	SPP1_CD44	GSE220243_meniscus	endothelial	immune_myeloid	0.0497157989170204	0.8464089273276303	0.2051338490659	context_weak_supported	6.308912503450915	True	True	False	Ready for formal communication-tool testing with expression-context support.
SPP1_matrix_immune	phase_3_secondary	priority_with_weak_context	SPP1	CD44	SPP1_CD44	HRA001986_chondrocyte	Ch.5(cycling)	Ch.5(cycling)	0.0248844973871488	1.0473851928043327	0.1614424172690614	ligand_or_receptor_sparse	6.308912503450915	False	False	False	Use as hypothesis only unless receptor protein/pathway activation is validated.
LIF_gp130	phase_3_secondary	priority_with_sparse_receptor_context	LIF	IL6ST	LIF	HRA001986_chondrocyte	Ch.3(PRG4)	Ch.4(CFD)	0.0268313913384911	0.2430605226865991	0.0807567458677127	ligand_or_receptor_sparse	6.081088348650156	False	False	False	Use as hypothesis only unless receptor protein/pathway activation is validated.
LIF_gp130	phase_3_secondary	priority_with_sparse_receptor_context	LIF	IL6ST	LIF	GSE220243_meniscus	t_nk	endothelial	0.0055392868841885	0.7560843757163389	0.0647160587933583	ligand_or_receptor_sparse	6.081088348650156	False	False	False	Use as hypothesis only unless receptor protein/pathway activation is validated.
SPP1_matrix_immune	phase_3_secondary	priority_with_weak_context	SPP1	ITGB1	SPP1_integrin	GSE220243_meniscus	endothelial	mural_smooth_muscle	0.0497157989170204	0.9766029898216853	0.2203465403942976	context_weak_supported	5.984731595611879	True	True	False	Ready for formal communication-tool testing with expression-context support.
SPP1_matrix_immune	phase_3_secondary	priority_with_weak_context	SPP1	ITGB1	SPP1_integrin	HRA001986_chondrocyte	Ch.5(cycling)	Ch.2(FNDC1)	0.0248844973871488	0.9761500753049304	0.1558557153215455	ligand_or_receptor_sparse	5.984731595611879	False	False	False	Use as hypothesis only unless receptor protein/pathway activation is validated.
IL6_gp130	phase_3_secondary	priority_with_weak_context	IL6	IL6R	IL6	GSE220243_meniscus	mural_smooth_muscle	immune_myeloid	0.0495651269227574	0.1787338680530117	0.0941220848443281	context_weak_supported	5.9765120655438775	True	True	False	Ready for formal communication-tool testing with expression-context support.
IL6_gp130	phase_3_secondary	priority_with_weak_context	IL6	IL6R	IL6	HRA001986_chondrocyte	Ch.4(CFD)	PCL.1	0.0533011064260296	0.0220086270882365	0.0342503164178215	ligand_or_receptor_sparse	5.9765120655438775	False	False	False	Use as hypothesis only unless receptor protein/pathway activation is validated.
SPP1_matrix_immune	phase_3_secondary	priority_with_weak_context	SPP1	ITGAV	SPP1_integrin	GSE220243_meniscus	endothelial	outer_fibrous_like	0.0497157989170204	0.301523839839622	0.1224356916513911	context_weak_supported	5.709228218233934	True	True	False	Ready for formal communication-tool testing with expression-context support.
SPP1_matrix_immune	phase_3_secondary	priority_with_weak_context	SPP1	ITGAV	SPP1_integrin	HRA001986_chondrocyte	Ch.5(cycling)	Ch.3(PRG4)	0.0248844973871488	0.2911103331438741	0.0851124804273189	ligand_or_receptor_sparse	5.709228218233934	False	False	False	Use as hypothesis only unless receptor protein/pathway activation is validated.
LIF_gp130	phase_3_secondary	priority_with_sparse_receptor_context	LIF	LIFR	LIF	GSE220243_meniscus	t_nk	endothelial	0.0055392868841885	0.2979248740926892	0.0406237781051339	ligand_or_receptor_sparse	5.358818553238029	False	False	False	Use as hypothesis only unless receptor protein/pathway activation is validated.
LIF_gp130	phase_3_secondary	priority_with_sparse_receptor_context	LIF	LIFR	LIF	HRA001986_chondrocyte	Ch.3(PRG4)	Ch.3(PRG4)	0.0268313913384911	0.0320217833488483	0.0293119259072024	ligand_or_receptor_sparse	5.358818553238029	False	False	False	Use as hypothesis only unless receptor protein/pathway activation is validated.
CXCL12_CXCR4_ACKR3	reserve_exploratory	context_supported	CXCL12	CXCR4	CXCL12_CXCR4	GSE220243_meniscus	outer_fibrous_like	t_nk	0.5314569280943787	0.7692757757378891	0.6394035819660997	context_supported	4.851326689381346	True	True	False	Ready for formal communication-tool testing with expression-context support.
CXCL12_CXCR4_ACKR3	reserve_exploratory	context_supported	CXCL12	CXCR4	CXCL12_CXCR4	HRA001986_chondrocyte	Ch.4(CFD)	Ch.5(cycling)	1.0035701960748884	0.0019617828191049	0.0443710127045297	ligand_or_receptor_sparse	4.851326689381346	False	False	False	Use as hypothesis only unless receptor protein/pathway activation is validated.
CXCL12_CXCR4_ACKR3	reserve_exploratory	context_supported	CXCL12	ACKR3	CXCL12_ACKR3	HRA001986_chondrocyte	Ch.4(CFD)	Ch.3(PRG4)	1.0035701960748884	0.4111901539473541	0.6423847627559435	context_supported	4.490532895365357	True	True	False	Ready for formal communication-tool testing with expression-context support.
CXCL12_CXCR4_ACKR3	reserve_exploratory	context_supported	CXCL12	ACKR3	CXCL12_ACKR3	GSE220243_meniscus	outer_fibrous_like	inflammatory_like	0.5314569280943787	0.703602953982733	0.6115019742582961	context_supported	4.490532895365357	True	True	False	Ready for formal communication-tool testing with expression-context support.
matrix_integrin	reserve_exploratory	context_supported	POSTN	ITGAV	POSTN_integrin	HRA001986_chondrocyte	Ch.2(FNDC1)	Ch.3(PRG4)	0.7884669846121707	0.2911103331438741	0.4790938181227084	context_supported	4.053111635553817	True	True	False	Ready for formal communication-tool testing with expression-context support.
matrix_integrin	reserve_exploratory	context_supported	POSTN	ITGAV	POSTN_integrin	GSE220243_meniscus	endothelial	outer_fibrous_like	0.2086513961727322	0.301523839839622	0.2508253778266873	context_supported	4.053111635553817	True	True	False	Ready for formal communication-tool testing with expression-context support.
CXCL8_chemokine	reserve_exploratory	priority_with_sparse_receptor_context	CXCL8	CXCR2	CXCL8	GSE220243_meniscus	immune_myeloid	immune_myeloid	0.6752469925835937	0.0002284660485444	0.0124205882383682	ligand_or_receptor_sparse	3.274090735560095	False	False	False	Use as hypothesis only unless receptor protein/pathway activation is validated.
CXCL8_chemokine	reserve_exploratory	priority_with_sparse_receptor_context	CXCL8	CXCR2	CXCL8	HRA001986_chondrocyte	Ch.5(cycling)	Ch.1(CHAD)	0.0107146579538783	0.0	0.0	receptor_not_detected	3.274090735560095	False	False	False	Ready for formal communication-tool testing with expression-context support.
TWEAK_FN14	reserve_exploratory	context_supported	TNFSF12	TNFRSF12A	TWEAK_FN14	HRA001986_chondrocyte	PCL.2	Ch.5(cycling)	0.144590100711785	0.809306872335193	0.3420785906450231	context_supported	3.1524443404253395	True	True	False	Ready for formal communication-tool testing with expression-context support.
TWEAK_FN14	reserve_exploratory	context_supported	TNFSF12	TNFRSF12A	TWEAK_FN14	GSE220243_meniscus	mural_smooth_muscle	fibrochondrocyte_core	0.2237976789971588	0.1983510675894313	0.2106905516465399	context_supported	3.1524443404253395	True	True	False	Ready for formal communication-tool testing with expression-context support.
CXCL8_chemokine	reserve_exploratory	priority_with_sparse_receptor_context	CXCL8	CXCR1	CXCL8	GSE220243_meniscus	immune_myeloid	outer_fibrous_like	0.6752469925835937	1.7909093725873127e-06	0.0010996845765169	ligand_or_receptor_sparse	3.106147375267517	False	False	False	Use as hypothesis only unless receptor protein/pathway activation is validated.
CXCL8_chemokine	reserve_exploratory	priority_with_sparse_receptor_context	CXCL8	CXCR1	CXCL8	HRA001986_chondrocyte	Ch.5(cycling)	Ch.1(CHAD)	0.0107146579538783	0.0	0.0	receptor_not_detected	3.106147375267517	False	False	False	Ready for formal communication-tool testing with expression-context support.
matrix_integrin	reserve_exploratory	context_supported	CCN2	ITGB1	CCN2_integrin	GSE220243_meniscus	outer_fibrous_like	mural_smooth_muscle	0.2764434187810651	0.9766029898216853	0.5195916370555981	context_supported	3.0216789842580702	True	True	False	Ready for formal communication-tool testing with expression-context support.
matrix_integrin	reserve_exploratory	context_supported	CCN2	ITGB1	CCN2_integrin	HRA001986_chondrocyte	Ch.1(CHAD)	Ch.2(FNDC1)	0.0	0.9761500753049304	0.0	ligand_not_detected	3.0216789842580702	False	False	False	Ready for formal communication-tool testing with expression-context support.
CCL2_chemokine	reserve_exploratory	priority_with_sparse_receptor_context	CCL2	CCR2	CCL2_CCR2	GSE220243_meniscus	mural_smooth_muscle	t_nk	0.4991158694944573	0.0045186298545538	0.0474902081357752	ligand_or_receptor_sparse	2.6257597804213666	False	False	False	Use as hypothesis only unless receptor protein/pathway activation is validated.
CCL2_chemokine	reserve_exploratory	priority_with_sparse_receptor_context	CCL2	CCR2	CCL2_CCR2	HRA001986_chondrocyte	PCL.1	Ch.5(cycling)	0.4835588245973053	0.0001893543637983	0.0095689066037185	ligand_or_receptor_sparse	2.6257597804213666	False	False	False	Use as hypothesis only unless receptor protein/pathway activation is validated.
matrix_integrin	reserve_exploratory	context_supported	CCN1	ITGAV	CCN1_integrin	GSE220243_meniscus	mural_smooth_muscle	outer_fibrous_like	0.2851677601509625	0.301523839839622	0.2932317821096181	context_supported	2.5187499018195347	True	True	False	Ready for formal communication-tool testing with expression-context support.
matrix_integrin	reserve_exploratory	context_supported	CCN1	ITGAV	CCN1_integrin	HRA001986_chondrocyte	Ch.1(CHAD)	Ch.3(PRG4)	0.0	0.2911103331438741	0.0	ligand_not_detected	2.5187499018195347	False	False	False	Ready for formal communication-tool testing with expression-context support.
matrix_integrin	reserve_exploratory	context_supported	CCN2	ITGAV	CCN2_integrin	GSE220243_meniscus	outer_fibrous_like	outer_fibrous_like	0.2764434187810651	0.301523839839622	0.2887114149618255	context_supported	2.5107463546056765	True	True	False	Ready for formal communication-tool testing with expression-context support.
matrix_integrin	reserve_exploratory	context_supported	CCN2	ITGAV	CCN2_integrin	HRA001986_chondrocyte	Ch.1(CHAD)	Ch.3(PRG4)	0.0	0.2911103331438741	0.0	ligand_not_detected	2.5107463546056765	False	False	False	Ready for formal communication-tool testing with expression-context support.
matrix_integrin	reserve_exploratory	context_supported	POSTN	ITGB3	POSTN_integrin	GSE220243_meniscus	endothelial	endothelial	0.2086513961727322	0.0120627812113763	0.0501688762230117	ligand_or_receptor_sparse	2.417350032579965	False	False	False	Use as hypothesis only unless receptor protein/pathway activation is validated.
matrix_integrin	reserve_exploratory	context_supported	POSTN	ITGB3	POSTN_integrin	HRA001986_chondrocyte	Ch.2(FNDC1)	PCL.2	0.7884669846121707	0.0007646602951283	0.0245542134297252	ligand_or_receptor_sparse	2.417350032579965	False	False	False	Use as hypothesis only unless receptor protein/pathway activation is validated.
